#height_over_sea_level	fall	net_fall	flow	power_of_hydroelectrical_turbine
0.5102564102564102	0.486605783866058	0.4975977448216694	0.5666666666666667	0.48833054969290446
0.6948717948717948	0.6662100456621005	0.6569309964456429	0.7666666666666666	0.7123350178385703
0.8589743589743589	0.8316083206494167	0.8309719328349063	0.5666666666666667	0.6292747676868574
0.6333333333333333	0.6148655504819889	0.6417330555215099	0.16666666666666669	0.19561688515111317
0.2230769230769231	0.22683916793505837	0.24168402990562574	0.30000000000000004	0.19175881322041238
0.8179487179487179	0.7920345002536784	0.7966540017158966	0.5	0.5530613779288641
0.18205128205128207	0.1821917808219179	0.1838338031621522	0.5666666666666667	0.32260817262508923
0.8384615384615385	0.8165905631659056	0.8336193160926584	0.23333333333333334	0.2945891758455196
0.24358974358974358	0.24205986808726537	0.23727172447603873	0.6333333333333333	0.3848485824915282
0.7974358974358974	0.7985286656519532	0.8019487682314009	0.1	0.15643182050084045
0.7358974358974358	0.7078132927447995	0.7020345630591984	0.7	0.6871687602148864
0.9	0.8721968543886354	0.870192425542346	0.5666666666666667	0.6436372782262034
0.5307692307692308	0.5048706240487062	0.5059320995220004	0.7	0.5850315330071731
0.5923076923076923	0.5657534246575342	0.5647628385831598	0.7	0.6171635151560718
0.4487179487179487	0.45352612886859456	0.468574580218164	0.1	0.10771900805734119
0.7564102564102564	0.7281075596144089	0.7216448094129183	0.7	0.6969786313081678
0.2641025641025641	0.2643835616438357	0.2671773501654614	0.5	0.32751024397579037
0.20256410256410257	0.2014713343480467	0.1980512317685991	0.6333333333333333	0.36296326131670664
0.5102564102564102	0.49309994926433287	0.5240715773991911	0.16666666666666669	0.17184405885206605
0.7769230769230769	0.7557077625570776	0.7747885770314988	0.23333333333333334	0.2835061696570662
0.1	0.1	0.1	0.6333333333333333	0.27768039511582987
0.7974358974358974	0.7686960933536275	0.760865302120358	0.7	0.7158808924118499
0.5307692307692308	0.5058853373921869	0.5118151734281162	0.6333333333333333	0.5430510131198075
0.14102564102564102	0.14058853373921867	0.13922049270743964	0.6333333333333333	0.32456298635389647
0.32564102564102565	0.3252663622526637	0.32600808922662106	0.5	0.3577375358248258
0.30512820512820515	0.30923389142567215	0.32375291089594305	0.23333333333333334	0.17263887322531735
0.14102564102564102	0.14160324708269922	0.14461331045471257	0.5666666666666667	0.3007328761360565
0.5512820512820513	0.5302384576357179	0.5515259222943989	0.3666666666666667	0.34847042986210686
0.16153846153846155	0.16595636732623037	0.18285329084446628	0.30000000000000004	0.17363990970622298
0.32564102564102565	0.3307458143074581	0.34757936021571273	0.16666666666666669	0.13163074785946105
0.5512820512820513	0.5336884830035515	0.5632920701066307	0.16666666666666669	0.1798251408378847
0.4076923076923077	0.3820903094875697	0.3823875474935655	0.7666666666666666	0.5360022269123431
0.8589743589743589	0.836884830035515	0.8532295624463782	0.23333333333333334	0.2978600876085933
0.8589743589743589	0.8346524606798579	0.8456796176001962	0.3666666666666667	0.4333881110806791
0.5512820512820513	0.5221207508878744	0.5059320995220004	0.9	0.6833608117131293
0.30512820512820515	0.3009132420091324	0.2843363157249664	0.7666666666666666	0.4739150515286751
0.42820512820512824	0.40847285641806186	0.43386444417208003	0.3666666666666667	0.30819697075476926
0.20256410256410257	0.20654490106544904	0.2220737835519059	0.30000000000000004	0.1846455826043059
0.2641025641025641	0.2686453576864535	0.28453241818850344	0.23333333333333334	0.16069660825497067
0.12051282051282051	0.12130898021308989	0.12500306410099274	0.5666666666666667	0.2890197468408814
0.46923076923076923	0.440943683409437	0.42749111410712104	0.9	0.616388750154398
0.4076923076923077	0.3904109589041095	0.42180414266454214	0.23333333333333334	0.20022537641800078
0.4487179487179487	0.42369355657026886	0.42749111410712104	0.7	0.536075263908804
0.1	0.10202942668696097	0.11029537933570288	0.5	0.24988480561955242
0.38717948717948714	0.3820903094875697	0.36277730113984563	0.7666666666666666	0.5245039123126414
0.1	0.10629122272957894	0.12765044735874487	0.23333333333333334	0.11314093097108774
0.4897435897435898	0.4683409436834095	0.48789067287657806	0.43333333333333335	0.3813556955431321
0.6743589743589743	0.6767630644342972	0.684287290109082	0.1	0.14322071672923145
0.5307692307692308	0.5099441907661085	0.5319156759406791	0.3666666666666667	0.3420231248019677
0.8384615384615385	0.8113140537798074	0.8113616864811866	0.5666666666666667	0.6215213892782405
0.5102564102564102	0.49188229325215627	0.5198553744331412	0.23333333333333334	0.22582269553060125
0.6333333333333333	0.6136478944698123	0.6375168525554601	0.23333333333333334	0.25383739601626143
0.6743589743589743	0.6554540842212075	0.6809535482289496	0.16666666666666669	0.2030623624962184
0.7974358974358974	0.7656519533231864	0.7412550557666381	0.9	0.836294553910433
0.7358974358974358	0.7163368848300355	0.739784287290109	0.16666666666666669	0.21391909720543983
0.34615384615384615	0.34556062912227303	0.34561833558034083	0.5	0.36783955490395104
0.7564102564102564	0.7250634195839677	0.7020345630591984	0.9	0.811417580076653
0.7358974358974358	0.7118721461187215	0.7232136291212158	0.43333333333333335	0.46360108195001626
0.2846153846153846	0.2889396245560628	0.3041426645422233	0.23333333333333334	0.1668002098023526
0.8384615384615385	0.8123287671232877	0.8162642480696165	0.5	0.5591621152803063
0.4897435897435898	0.47158802638254693	0.5002451280794215	0.23333333333333334	0.22089484641644336
0.38717948717948714	0.3881785895484525	0.3946439514646404	0.3666666666666667	0.29332892963207613
0.6948717948717948	0.6672247590055809	0.6628140703517589	0.7	0.6673055613734536
0.8794871794871795	0.851902587519026	0.8505821791886261	0.5666666666666667	0.636426664948149
0.5102564102564102	0.48863521055301884	0.5075009192302978	0.43333333333333335	0.38842166692623437
0.7358974358974358	0.710857432775241	0.7182130163010174	0.5	0.5244967518227922
0.7974358974358974	0.771740233384069	0.7770437553621768	0.5	0.5460097275254601
0.2230769230769231	0.22176560121765604	0.21766147812231892	0.6333333333333333	0.37392597127569493
0.2846153846153846	0.28061897513952305	0.26472606937124643	0.7666666666666666	0.4606896267773679
0.2641025641025641	0.2698630136986301	0.28874862115455324	0.16666666666666669	0.11652354637580756
0.5923076923076923	0.562709284627093	0.5451525922294399	0.9	0.7085872174515458
0.20256410256410257	0.20451547437848805	0.21334722392450056	0.43333333333333335	0.26295556379011886
0.5307692307692308	0.5133942161339422	0.5436818237529109	0.16666666666666669	0.176038673805675
0.6743589743589743	0.649974632166413	0.6593822772398579	0.5	0.5018595792138141
0.4487179487179487	0.43221714865550476	0.46524083833803165	0.16666666666666669	0.15891078208660253
0.24358974358974358	0.2400304414003044	0.22550557666380683	0.7666666666666666	0.4233992277411698
0.7153846153846154	0.6854895991882294	0.6696776565755607	0.8333333333333333	0.757711042012384
0.8384615384615385	0.8153729071537292	0.8299914205172201	0.30000000000000004	0.3608895834564042
0.18205128205128207	0.18422120750887871	0.19373697757078076	0.43333333333333335	0.2545376919235045
0.7564102564102564	0.7341958396752919	0.7515504351023409	0.30000000000000004	0.3422064333421049
0.8179487179487179	0.7859462201927957	0.760865302120358	0.9	0.8510279778239629
0.6743589743589743	0.6542364282090309	0.6767373452628997	0.23333333333333334	0.26772015373571706
0.4897435897435898	0.47280568239472354	0.5044613310454713	0.16666666666666669	0.16765517229033639
0.7358974358974358	0.7128868594622019	0.7280181394778773	0.3666666666666667	0.4009052649291738
0.5102564102564102	0.4906646372399799	0.516227478857703	0.30000000000000004	0.2805302700757759
0.38717948717948714	0.3916286149162861	0.4064100992768722	0.16666666666666669	0.14577414740942427
0.2641025641025641	0.2613394216133942	0.25099889692364263	0.7	0.42568772029694546
0.7769230769230769	0.7504312531709794	0.752530947420027	0.5666666666666667	0.5983586367143376
0.5923076923076923	0.5708269913749365	0.5907464150018386	0.3666666666666667	0.3602522998598334
0.46923076923076923	0.44804667681380017	0.4682804265228582	0.43333333333333335	0.37357940356699804
0.7564102564102564	0.7366311516996449	0.7593945336438289	0.16666666666666669	0.21697089797913077
0.7974358974358974	0.7737696600710299	0.7868488785390367	0.3666666666666667	0.4172856015079991
0.5923076923076923	0.5698122780314562	0.5859419046451771	0.43333333333333335	0.41682876225562593
0.6538461538461539	0.623592085235921	0.6039833312905993	0.9	0.7451615675028329
0.5102564102564102	0.4835616438356165	0.4804387792621646	0.7666666666666666	0.6029485107076176
0.24358974358974358	0.24408929477422633	0.2475671038117416	0.5	0.3178321258957325
0.16153846153846155	0.16189751395230856	0.16422355680843237	0.5666666666666667	0.3120707957631381
0.6948717948717948	0.6757483510908169	0.7005637945826694	0.16666666666666669	0.2072541132538877
0.5102564102564102	0.4896499238964992	0.5123054295869593	0.3666666666666667	0.33572762212662965
0.8179487179487179	0.791019786910198	0.7917514401274667	0.5666666666666667	0.6138424799640543
0.16153846153846155	0.16494165398274996	0.17893124157372226	0.3666666666666667	0.20925475411772917
0.6743589743589743	0.6520040588533739	0.6691874004167179	0.3666666666666667	0.38385757069641135
0.2230769230769231	0.22927447995941144	0.2495281284471136	0.16666666666666669	0.10611935462504991
0.4897435897435898	0.46935565702688986	0.49269518323323946	0.3666666666666667	0.32914426775935735
0.2846153846153846	0.2901572805682394	0.30835886750827307	0.16666666666666669	0.12156453122958141
0.7153846153846154	0.6948249619482496	0.7159578379703394	0.23333333333333334	0.2715037565719871
0.2641025641025641	0.26539827498731605	0.27217796298566005	0.43333333333333335	0.28834379659912535
0.8179487179487179	0.7950786402841199	0.8103811741635003	0.30000000000000004	0.35625961071996937
0.2846153846153846	0.28772196854388654	0.30051476896678503	0.30000000000000004	0.2114573207953156
0.3666666666666667	0.37133434804667675	0.38679985292315233	0.16666666666666669	0.14120145859178224
0.5717948717948718	0.5444444444444445	0.539269518323324	0.7666666666666666	0.6418185138045294
0.4076923076923077	0.38716387620497206	0.40944968746169874	0.43333333333333335	0.35016316966243655
0.30512820512820515	0.3059868087265347	0.31139845569309965	0.43333333333333335	0.30615336695183315
0.7974358974358974	0.7772196854388636	0.7986150263512685	0.16666666666666669	0.2234611659783646
0.6333333333333333	0.6063419583967529	0.6039833312905993	0.7	0.637273034848314
0.6743589743589743	0.6459157787924912	0.6373207500919231	0.7666666666666666	0.7004213948276202
0.5923076923076923	0.5647387113140538	0.5588797646770439	0.7666666666666666	0.6542147538313096
0.2230769230769231	0.22480974124809738	0.2329574702782204	0.43333333333333335	0.2712975344643327
0.4076923076923077	0.3841197361745309	0.39415369530579725	0.6333333333333333	0.48076334402036436
0.6743589743589743	0.6469304921359715	0.643203823998039	0.7	0.6572550978212419
0.2230769230769231	0.22075088787417563	0.21177840421620303	0.7	0.39899198204149144
0.6128205128205128	0.5945712836123795	0.6221228091677902	0.16666666666666669	0.19184617119657155
0.5717948717948718	0.5505327245053272	0.5711361686481188	0.3666666666666667	0.35439072286935147
0.8794871794871795	0.8508878741755456	0.845189361441353	0.6333333333333333	0.6966907796162336
0.6948717948717948	0.6641806189751397	0.643203823998039	0.9	0.7703120720488489
0.32564102564102565	0.3212075088787417	0.3039465620786862	0.7666666666666666	0.4873252169180894
0.42820512820512824	0.40644342973110104	0.42405932099522015	0.5	0.4070017059867066
0.30512820512820515	0.3080162354134959	0.32012501532050486	0.30000000000000004	0.2179375641087607
0.7564102564102564	0.7331811263318112	0.7476283858315971	0.3666666666666667	0.40625844714036885
0.7358974358974358	0.7047691527143584	0.6824243167054787	0.9	0.7977166987993648
0.8384615384615385	0.8092846270928462	0.8000857948277975	0.7	0.7346714498738859
0.6128205128205128	0.5933536276002029	0.6179066062017403	0.23333333333333334	0.2494165095834206
0.9	0.8752409944190765	0.8849001103076358	0.3666666666666667	0.4498242994803274
0.7564102564102564	0.7321664129883309	0.7428238754749357	0.43333333333333335	0.4702646338035985
0.5923076923076923	0.5637239979705734	0.5520161784532418	0.8333333333333333	0.679933801271345
0.46923076923076923	0.4450025367833589	0.4529844343669568	0.6333333333333333	0.5142701402202925
0.7153846153846154	0.6960426179604262	0.7201740409363893	0.16666666666666669	0.21034458067276385
0.42820512820512824	0.4332318619989852	0.44896433386444423	0.1	0.10421466432518647
0.4076923076923077	0.3861491628614917	0.40444907464150026	0.5	0.3980367726956201
0.8794871794871795	0.8498731608320649	0.8393062875352372	0.7	0.7530624520023415
0.12051282051282051	0.12658548959918828	0.1472606937124647	0.23333333333333334	0.11905835978239271
0.6743589743589743	0.6530187721968546	0.6731094496874616	0.30000000000000004	0.3230478267018247
0.3666666666666667	0.36382546930492154	0.3549332025983577	0.6333333333333333	0.4546304202670505
0.5512820512820513	0.5292237442922375	0.5467214119377375	0.43333333333333335	0.40261948619905086
0.5923076923076923	0.5955859969558599	0.6058463046942028	0.1	0.1345207215625621
0.6128205128205128	0.5870624048706242	0.5902561588429954	0.6333333333333333	0.5816661027780912
0.3666666666666667	0.3678843226788432	0.3750337051109206	0.3666666666666667	0.2856672054935278
0.2230769230769231	0.22805682394723498	0.2453119254810638	0.23333333333333334	0.14940451576292335
0.16153846153846155	0.16291222729578897	0.16912611839686234	0.5	0.28003046788430797
0.7358974358974358	0.7057838660578387	0.6892879029292804	0.8333333333333333	0.7697578501345277
0.3666666666666667	0.3668696093353627	0.3702291947542591	0.43333333333333335	0.33301666066975644
0.6333333333333333	0.6124302384576359	0.6338889569800219	0.30000000000000004	0.3126937583800108
0.8179487179487179	0.7889903602232369	0.7804755484740777	0.7	0.7268951578977517
0.8179487179487179	0.7900050735667176	0.7863586223801936	0.6333333333333333	0.6720028427144701
0.8384615384615385	0.806240487062405	0.7804755484740777	0.9	0.8631793290979036
0.5717948717948718	0.5485032978183664	0.5613310454712589	0.5	0.4633390080215388
0.14102564102564102	0.14363267376966005	0.15451648486334113	0.43333333333333335	0.2372021459988078
0.7564102564102564	0.726078132927448	0.7088981492830003	0.8333333333333333	0.781340658514449
0.6538461538461539	0.6339421613394216	0.65712709890918	0.23333333333333334	0.25836998609074846
0.42820512820512824	0.4074581430745814	0.4290599338154186	0.43333333333333335	0.3584106218706422
0.7564102564102564	0.73013698630137	0.7329207010663072	0.5666666666666667	0.5903231350056658
0.9	0.8786910197869102	0.8966662581198677	0.16666666666666669	0.23451409810945167
0.9	0.8711821410451549	0.8647996077950729	0.6333333333333333	0.704946824412258
0.34615384615384615	0.3445459157787926	0.3407157739919109	0.5666666666666667	0.4082533596123311
0.8589743589743589	0.8285641806189752	0.8138129672754015	0.7666666666666666	0.7957318110131915
0.24358974358974358	0.24104515474378496	0.23138865056992283	0.7	0.41298214710868364
0.6948717948717948	0.66519533231862	0.6500674102218408	0.8333333333333333	0.7452131230297464
0.18205128205128207	0.1862506341958397	0.20216938350288027	0.30000000000000004	0.17741348785670424
0.5307692307692308	0.501826484018265	0.48632185316828047	0.9	0.6686474371711769
0.9	0.8762557077625572	0.8888221595783796	0.30000000000000004	0.380092585133749
0.5717948717948718	0.5464738711314056	0.5510356661355559	0.6333333333333333	0.562248286405273
0.6538461538461539	0.6256215119228818	0.6177105037382034	0.7666666666666666	0.6894400675950242
0.4487179487179487	0.4287671232876712	0.4534746905257998	0.3666666666666667	0.3153374112323024
0.4897435897435898	0.4622526636225267	0.4539649466846427	0.8333333333333333	0.614456849993108
0.5512820512820513	0.528209030948757	0.541720799117539	0.5	0.4554839506570645
0.5102564102564102	0.48457635717909686	0.48632185316828047	0.7	0.5733713913368814
0.4076923076923077	0.3881785895484525	0.41425419781836026	0.3666666666666667	0.30112956727369716
0.8384615384615385	0.8072552004058854	0.7873391346978795	0.8333333333333333	0.8277621142062328
0.7769230769230769	0.7463723997970574	0.7285083956367201	0.8333333333333333	0.7930323063400767
0.4897435897435898	0.4663115169964487	0.47798749846794963	0.5666666666666667	0.47934556703024056
0.7769230769230769	0.7514459665144597	0.757433509008457	0.5	0.5388034105413152
0.4076923076923077	0.38107559614408937	0.3755239612697634	0.8333333333333333	0.44660351114619756
0.6333333333333333	0.6093860984271944	0.6201617845324183	0.5	0.4865948469534801
0.30512820512820515	0.29989852866565203	0.2774727295011643	0.8333333333333333	0.4679689807579738
0.32564102564102565	0.32019279553526137	0.29708297585488413	0.8333333333333333	0.49563997773087654
0.16153846153846155	0.16088280060882804	0.15883073906115946	0.6333333333333333	0.3379573986656428
0.5923076923076923	0.5718417047184172	0.5946684642725824	0.30000000000000004	0.3022165296327922
0.2846153846153846	0.2816336884830035	0.2706091432773625	0.7	0.4371488003494318
0.5307692307692308	0.5109589041095892	0.5358377252114228	0.30000000000000004	0.28583332885802715
0.38717948717948714	0.3891933028919332	0.3985660007353842	0.30000000000000004	0.2445287592124177
0.7769230769230769	0.7524606798579402	0.7624341218286554	0.43333333333333335	0.4765343587154798
0.7358974358974358	0.7151192288178589	0.7355680843240592	0.23333333333333334	0.27544059389102804
0.4897435897435898	0.4642820903094875	0.4667116068145607	0.7	0.5629700637820634
0.2846153846153846	0.28366311516996456	0.28188503493075145	0.5666666666666667	0.37484251397638113
0.6128205128205128	0.6158802638254692	0.6254565510479225	0.1	0.13490165962253475
0.8589743589743589	0.8356671740233386	0.84960166687094	0.30000000000000004	0.3651600996024138
0.46923076923076923	0.4439878234398782	0.4471013604608408	0.7	0.549206170194103
0.7153846153846154	0.6865043125317098	0.6765412427993628	0.7666666666666666	0.7225358516776134
0.6128205128205128	0.589091831557585	0.6005515381786984	0.5	0.47892739442305254
0.4487179487179487	0.43099949264332815	0.4610246353719818	0.23333333333333334	0.21069401257740045
0.24358974358974358	0.24835109081684417	0.2649221718347836	0.23333333333333334	0.15527182114528457
0.7769230769230769	0.745357686453577	0.7216448094129183	0.9	0.8251800415666436
0.8794871794871795	0.8549467275494672	0.865289863953916	0.3666666666666667	0.43806534305011813
0.7153846153846154	0.6915778792491122	0.703603382767496	0.43333333333333335	0.4571079497548428
0.6538461538461539	0.6317097919837645	0.649577154062998	0.3666666666666667	0.3784886354075483
0.4487179487179487	0.42673769660071037	0.4436695673489399	0.5	0.4154582444985061
0.12051282051282051	0.12536783358701167	0.14363279813702662	0.30000000000000004	0.1570189806684675
0.2846153846153846	0.28467782851344503	0.2867875965191814	0.5	0.33725280646449024
0.20256410256410257	0.20776255707762564	0.22570167912734398	0.23333333333333334	0.14342550673891602
0.7358974358974358	0.7067985794013192	0.6961514891530826	0.7666666666666666	0.7332923395289471
0.24358974358974358	0.2461187214611873	0.2573722269886015	0.3666666666666667	0.2396653545069018
0.5102564102564102	0.5144089294774226	0.5274053192793234	0.1	0.11817475533501245
0.5512820512820513	0.5261796042617962	0.531425419781836	0.6333333333333333	0.5526059707744607
0.5717948717948718	0.5424150177574837	0.5255423458757201	0.9	0.6959990762968095
0.6333333333333333	0.6114155251141552	0.6299669077092782	0.3666666666666667	0.3725969843597
0.4487179487179487	0.42572298325723	0.43876700576051	0.5666666666666667	0.4613011326104819
0.34615384615384615	0.34150177574835106	0.3235568084324061	0.7666666666666666	0.5007998267161458
0.8179487179487179	0.7962962962962963	0.8140090697389385	0.23333333333333334	0.29080700510721935
0.24358974358974358	0.24956874682902078	0.26913837480083347	0.16666666666666669	0.11110878395191015
0.5923076923076923	0.5667681380010149	0.5706459124892757	0.6333333333333333	0.5719106514076627
0.34615384615384615	0.3510400811770674	0.36718960656943256	0.16666666666666669	0.13626215269386577
0.8384615384615385	0.8143581938102485	0.8260693712464764	0.3666666666666667	0.42805927453497095
0.6743589743589743	0.6438863521055304	0.6235935776443192	0.9	0.7583139552576792
0.42820512820512824	0.40948756976154255	0.4377864934428237	0.30000000000000004	0.2566142339797466
0.6538461538461539	0.6351598173515982	0.6613433018752298	0.16666666666666669	0.19930883371731462
0.9	0.8681380010147134	0.8461698737590391	0.8333333333333333	0.8606015527522238
0.6948717948717948	0.6733130390664639	0.6927196960411813	0.30000000000000004	0.332319228958453
0.18205128205128207	0.18016235413495696	0.17255791150876337	0.7	0.36385259415596616
0.42820512820512824	0.4033992897006595	0.40788086775340127	0.7	0.5305215879818339
0.42820512820512824	0.40035514967021824	0.3882706213996814	0.9	0.5825826454787773
0.8384615384615385	0.8178082191780822	0.8378355190587081	0.16666666666666669	0.22754550938829726
0.18205128205128207	0.1832064941653983	0.18873636475058214	0.5	0.28939352441100497
0.30512820512820515	0.3070015220700152	0.3162029660497611	0.3666666666666667	0.2646511677863883
0.1	0.10162354134956872	0.10539281774727292	0.5666666666666667	0.2757527912484493
0.8384615384615385	0.8082699137493659	0.7942027209216816	0.7666666666666666	0.7853161624786752
0.8179487179487179	0.7879756468797565	0.7745924745679619	0.7666666666666666	0.7751955261259423
0.4897435897435898	0.46326737696600717	0.46082853290844483	0.7666666666666666	0.5892948886633335
0.2641025641025641	0.2674277016742772	0.2809045226130652	0.30000000000000004	0.20461905298941502
0.24358974358974358	0.24307458143074592	0.24266454222331166	0.5666666666666667	0.3536603529047422
0.2846153846153846	0.2856925418569254	0.2917882093393799	0.43333333333333335	0.29700655721857927
0.7974358974358974	0.7707255200405887	0.7721411937737469	0.5666666666666667	0.6059888546975498
0.38717948717948714	0.3841197361745309	0.3745434489520775	0.6333333333333333	0.4675021168198117
0.5512820512820513	0.5251648909183155	0.5255423458757201	0.7	0.5957665393889595
0.38717948717948714	0.3831050228310502	0.3686603750459616	0.7	0.49668111295493733
0.46923076923076923	0.44297311009639784	0.44121828655472495	0.7666666666666666	0.5746330696482946
0.8589743589743589	0.8295788939624555	0.8196960411815174	0.7	0.743921370660967
0.4897435897435898	0.46123795027904635	0.4471013604608408	0.9	0.6355029617576138
0.9	0.8999999999999999	0.9	0.1	0.16252110106852408
0.30512820512820515	0.30192795535261285	0.2902193896310823	0.7	0.4488161025095727
0.9	0.8732115677321157	0.8750949871307759	0.5	0.5786357834739474
0.5307692307692308	0.5089294774226282	0.5271111655840177	0.43333333333333335	0.3954919346032463
0.42820512820512824	0.4107052257737188	0.441414389018262	0.23333333333333334	0.20574468199369522
0.5307692307692308	0.5028411973617454	0.49318543939208226	0.8333333333333333	0.6387151575039248
0.3666666666666667	0.36281075596144086	0.3490501286922417	0.7	0.48391109535803345
0.4076923076923077	0.3916286149162861	0.426020345630592	0.16666666666666669	0.1500303425757356
0.20256410256410257	0.20248604769152723	0.20344404951587203	0.5666666666666667	0.33271019170421445
0.7769230769230769	0.7473871131405379	0.7353719818605222	0.7666666666666666	0.7544716364046464
0.7769230769230769	0.7484018264840182	0.7412550557666381	0.7	0.7064319100069635
0.5717948717948718	0.5527650938609843	0.5786861134943007	0.23333333333333334	0.24024535418467977
0.46923076923076923	0.4512937595129376	0.48063488172570157	0.23333333333333334	0.21597129359619494
0.20256410256410257	0.2004566210045663	0.1921681578624832	0.7	0.3860085818470842
0.6128205128205128	0.5850329781836632	0.5784900110307637	0.7666666666666666	0.6650829453242897
0.8589743589743589	0.8594114662607812	0.8607795072925604	0.1	0.16193823719480646
0.6743589743589743	0.6509893455098935	0.6643828900600564	0.43333333333333335	0.44416751249953
0.8794871794871795	0.8529173008625064	0.855484740777056	0.5	0.5729761322972104
0.7974358974358974	0.7697108066971082	0.7667483760264738	0.6333333333333333	0.6636837856077734
0.6743589743589743	0.6449010654490107	0.630457163868121	0.8333333333333333	0.7329457718202502
0.20256410256410257	0.20553018772196863	0.21815173428116189	0.3666666666666667	0.2246039801582826
0.20256410256410257	0.20350076103500764	0.20834661110430197	0.5	0.29883105003213273
0.5307692307692308	0.5121765601217656	0.5394656207868611	0.23333333333333334	0.2307548409386686
0.2846153846153846	0.2826484018264842	0.2764922171834784	0.6333333333333333	0.4071363231958698
0.46923076923076923	0.44601725012683935	0.45837725211422975	0.5666666666666667	0.4702503128239003
0.32564102564102565	0.3232369355657029	0.31571270989091804	0.6333333333333333	0.42995394014904553
0.7564102564102564	0.7311516996448504	0.7378232626547372	0.5	0.5314424269764294
0.46923076923076923	0.4490613901572805	0.4730849368795197	0.3666666666666667	0.3221026420417421
0.20256410256410257	0.20898021308980208	0.2299178820933938	0.16666666666666669	0.10121298698043935
0.6128205128205128	0.5830035514967024	0.5647628385831598	0.9	0.7209376303432918
0.14102564102564102	0.1446473871131406	0.15932099522000243	0.3666666666666667	0.20157154850963352
0.38717948717948714	0.3800608828006089	0.3490501286922417	0.9	0.5361339799255668
0.9	0.8742262810755962	0.8800955999509744	0.43333333333333335	0.5113930553989198
0.8794871794871795	0.8797057331303906	0.8803897536462802	0.1	0.16229196539335256
0.8384615384615385	0.8391171993911719	0.8411692609388406	0.1	0.16071236133263875
0.7974358974358974	0.776002029426687	0.7943988233852187	0.23333333333333334	0.2873828588613747
0.34615384615384615	0.34759005580923386	0.3554234587572007	0.3666666666666667	0.279434715128862
0.8179487179487179	0.7975139523084729	0.8182252727049883	0.16666666666666669	0.2257625474158687
0.4076923076923077	0.38513444951801123	0.3995465130530703	0.5666666666666667	0.44321230315365867
0.7564102564102564	0.7354134956874683	0.7551783306777791	0.23333333333333334	0.27931298680142713
0.16153846153846155	0.16717402333840697	0.18648118641990435	0.23333333333333334	0.1309533655197352
0.5717948717948718	0.5539827498731609	0.5829023164603505	0.16666666666666669	0.18398538544021797
0.30512820512820515	0.31045154743784875	0.3279691138619929	0.16666666666666669	0.1265525284584718
0.46923076923076923	0.4500761035007612	0.4770069861502634	0.30000000000000004	0.2702879053956081
0.5512820512820513	0.5231354642313547	0.5127956857458021	0.8333333333333333	0.6519835451943267
0.42820512820512824	0.4044140030441402	0.41376394165951713	0.6333333333333333	0.4934059048979541
0.3666666666666667	0.3617960426179604	0.34316705478612586	0.7666666666666666	0.5125473263625965
0.12051282051282051	0.1223236935565703	0.1299056256894227	0.5	0.25998109630679833
0.4076923076923077	0.3800608828006089	0.3686603750459616	0.9	0.5626234960733665
0.16153846153846155	0.15986808726534762	0.15294766515504357	0.7	0.33949547188523166
0.34615384615384615	0.3425164890918315	0.32943988233852195	0.7	0.47199604024911346
0.4897435897435898	0.4652968036529682	0.47259468072067656	0.6333333333333333	0.5237764065439717
0.5307692307692308	0.5347031963470319	0.5470155656330433	0.1	0.12161322256055535
0.5512820512820513	0.5324708269913749	0.5590758671405809	0.23333333333333334	0.23534901122585794
